Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"29 PORTERSGATE AVE, CLONSILLA, DUBLIN 15",Dublin,311000.0,No,Second-Hand Dwelling house /Apartment,8,11,2016,6,340060.855086161,382298.40649314417,42237.55140698317
"5 HAMLET AVE, BARONS HALL, BALBRIGGAN",Dublin,178000.0,No,Second-Hand Dwelling house /Apartment,4,6,2021,1,180669.99999999997,184230.0,3560.000000000029
"PORTURLIN, BALLINA, CO MAYO",Mayo,20000.0,No,Second-Hand Dwelling house /Apartment,25,1,2019,3,20913.567499999994,22174.357499999995,1260.7900000000009
"69 BOROIMHE MAPLES, SWORDS, DUBLIN",Dublin,272500.0,No,Second-Hand Dwelling house /Apartment,5,6,2015,7,302432.73876573495,346696.0991038911,44263.36033815617
"17 St Helen's Orchard, St Helen's, Adamstown",Dublin,281957.52855,Yes,New Dwelling house /Apartment,18,12,2020,2,290479.69485042366,302039.9535209737,11560.258670550014
"18 KERRYHALL RD, FAIRHILL, CORK",Cork,50000.0,No,Second-Hand Dwelling house /Apartment,1,11,2017,5,53864.20019421873,59384.31528234373,5520.115088125
"119 CASTLEKNOCK PARK, CASTLEKNOCK, DUBLIN 15",Dublin,655000.0,No,Second-Hand Dwelling house /Apartment,7,9,2015,7,726948.4179506656,833342.9171121053,106394.49916143971
"18 THE GREEN, DUN EALA, FERMOY",Cork,162000.0,No,Second-Hand Dwelling house /Apartment,5,12,2017,5,174520.00862926868,192405.18151479366,17885.172885524982
"ST BRENDANS, CHURCH STREET, LAHINCH",Clare,80000.0,No,Second-Hand Dwelling house /Apartment,31,5,2018,4,84909.08404999998,91801.84004999997,6892.755999999994
"16 EATON CLOSE, RATHCOOLE, DUBLIN",Dublin,145375.45,No,Second-Hand Dwelling house /Apartment,1,12,2016,6,158959.80654513006,178703.54623223073,19743.739687100664
"47B MAIN ST, SCHULL, MAIN ST",Cork,45000.0,No,Second-Hand Dwelling house /Apartment,16,10,2015,7,49943.02108058008,57252.56682449578,7309.545743915696
"4 BRUCES TERRACE, DARGLE RD UPPER, BRAY",Wicklow,312000.0,No,Second-Hand Dwelling house /Apartment,30,9,2020,2,321430.1999999999,334222.19999999995,12792.000000000058
"54 Parkside Gardens, Parkside, Balgriffin",Dublin,329998.98,No,New Dwelling house /Apartment,25,9,2019,3,345072.79715805734,365875.7678577674,20802.970699710073
"54 SEAFIELD LAWNS, DUNDALK, LOUTH",Louth,137000.0,No,Second-Hand Dwelling house /Apartment,17,2,2017,5,147587.90853215932,162713.0238736218,15125.115341462486
"16 PARKSIDE ROW, PARKSIDE, BALGRIFFIN",Dublin,384998.81,No,New Dwelling house /Apartment,20,12,2018,4,408623.7039679996,441794.98968825414,33171.28572025453
"51 FLOWERHILL, RUSHBROOKE MANOR, COBH",Cork,182500.0,No,Second-Hand Dwelling house /Apartment,27,5,2019,3,190836.30343749994,202341.01218749996,11504.70875000002
"APT. 8 EGMONT PLACE, KERRY LANE, MALLOW",Cork,34000.0,No,Second-Hand Dwelling house /Apartment,7,3,2017,5,36627.65613206873,40381.33439199373,3753.678259925
"ASHGROVE, RATHCOONEY, GLANMIRE",Cork,265000.0,No,Second-Hand Dwelling house /Apartment,10,2,2017,5,285480.26102935924,314736.8709964217,29256.609967062483
"13 NEWBOROUGH, HOLLYFORT RD, GOREY",Wexford,150000.0,No,Second-Hand Dwelling house /Apartment,19,7,2018,4,159204.53259374996,172128.45009374994,12923.917499999981
"DRUMHIRK, AGHABOG, MONAGHAN",Monaghan,120000.0,No,Second-Hand Dwelling house /Apartment,20,6,2017,5,129274.08046612494,142522.35667762495,13248.276211500008
"3 OLD RD, CAHIRCIVEEN, KERRY",Kerry,25000.0,No,Second-Hand Dwelling house /Apartment,7,3,2016,6,27336.081598565997,30731.383158612873,3395.3015600468752
"APT1, RUSSELL COURT, 95 ST STEPHENS GREEN",Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,7,3,2014,8,304152.99838073266,355538.43998011877,51385.441599386104
"10 BALLIN RT, COLLINS LANE, TULLAMORE",Offaly,185000.0,No,Second-Hand Dwelling house /Apartment,6,12,2018,4,196352.25686562495,212291.75511562495,15939.498250000004
"GORTAVEHA, FLAGMOUNT, COUNTY CLARE",Clare,65000.0,No,Second-Hand Dwelling house /Apartment,6,11,2015,7,72139.91933861567,82698.15207982724,10558.23274121157
"14 KEEPER RD, DRIMNAGH, DUBLIN 12",Dublin,242500.0,No,Second-Hand Dwelling house /Apartment,5,10,2016,6,265159.99150609015,298094.4166385449,32934.42513245472
"ALTONA, DROMIN RD, NENAGH",Tipperary,255000.0,No,Second-Hand Dwelling house /Apartment,3,7,2014,8,287255.6095818031,335786.30442566774,48530.69484386465
"56 OAKCOURT LAWN, PALMERSTOWN, DUBLIN 20",Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,19,10,2017,5,204683.96073803116,225660.39807290616,20976.437334874994
"APT 2 CASTLEVIEW, DULEEK, CO MEATH",Meath,20000.0,No,Second-Hand Dwelling house /Apartment,3,9,2014,8,22529.851731906125,26336.180739268057,3806.329007361932
"Bealkelly, Tuamgraney, Scariff",Clare,98000.0,No,Second-Hand Dwelling house /Apartment,8,10,2015,7,108764.8014643744,124683.36775112414,15918.566286749745
"46 BEECHDALE COURT, FIRHOUSE, DUBLIN 24",Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,6,12,2018,4,286568.1586687499,309831.2101687499,23263.0515
"28 Meadowlands, Broomfield, Midleton",Cork,226000.0,No,Second-Hand Dwelling house /Apartment,17,6,2014,8,254587.3245705392,297598.84235372907,43011.51778318986
"76 RATHMORE TCE, RICHMOND HILL, CORK",Cork,195000.0,No,Second-Hand Dwelling house /Apartment,6,1,2020,2,200893.87499999994,208888.87499999997,7995.000000000029
"14 Heather Grove, Kilcoursey, Clara",Offaly,87000.0,No,Second-Hand Dwelling house /Apartment,20,11,2013,9,99474.92785929849,118572.06973336962,19097.141874071123
"45 Cluain Ard, Fedamore, Co Limerick",Limerick,146284.475,No,New Dwelling house /Apartment,14,3,2017,5,157589.9249341237,173740.06768624258,16150.142752118874
"92 Greenville Place, Dublin 8",Dublin,90000.0,No,Second-Hand Dwelling house /Apartment,7,9,2015,7,99886.04216116016,114505.13364899156,14619.091487831392
"Apt 89 Alliance Building, The Gasworks Barrow Street, South Lotts Road",Dublin,162240.57,No,Second-Hand Dwelling house /Apartment,1,6,2012,10,188286.80496035045,228856.34696446423,40569.542004113784
"88 The Grange, Raheen",Limerick,228000.0,No,Second-Hand Dwelling house /Apartment,24,2,2010,12,272600.9430932297,344523.65387497016,71922.71078174043
"6 EDENMORE GROVE, RAHENY, DUBLIN 5",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,4,4,2018,4,297181.79417499993,321306.44017499994,24124.646000000008
"34 FERNDALE, NEWCASTLE WEST, LIMERICK",Limerick,160000.0,No,Second-Hand Dwelling house /Apartment,18,12,2018,4,169818.16809999995,183603.68009999994,13785.511999999988
"PROLEEK, RAVENSDALE, DUNDALK",Louth,235000.0,No,Second-Hand Dwelling house /Apartment,4,12,2020,2,242102.87499999994,251737.87499999997,9635.00000000003
"VILLA PIO, STRAND ROAD, MONKSTOWN",Cork,120000.0,Yes,Second-Hand Dwelling house /Apartment,5,6,2018,4,127363.62607499996,137702.76007499997,10339.134000000005
"28 DALRIADA COURT, KNOCKLYON, DUBLIN 16",Dublin,242878.65,No,New Dwelling house /Apartment,31,7,2015,7,269557.6341549518,309009.4697637405,39451.83560878871
"17 RIVERVIEW, SCARIFF, CLARE",Clare,50000.0,No,Second-Hand Dwelling house /Apartment,21,10,2015,7,55492.24564508898,63613.96313832865,8121.7174932396665
"5 RAILWAY AVE, INCHICORE, DUBLIN 8",Dublin,267000.0,No,Second-Hand Dwelling house /Apartment,24,5,2019,3,279196.1261249999,296027.67262499995,16831.546500000055
"14 WOODVIEW, KILLYGOAN, MONAGHAN",Monaghan,70000.0,No,Second-Hand Dwelling house /Apartment,27,6,2016,6,76541.0284759848,86047.87284411605,9506.84436813125
"35, Beech Park Road, Foxrock",Dublin,510000.0,No,Second-Hand Dwelling house /Apartment,19,9,2012,10,591875.820762826,719405.3679167717,127529.54715394566
"92 ODWYERS VILLAS, THOMONDGATE, LIMERICK",Limerick,68160.0,Yes,Second-Hand Dwelling house /Apartment,11,12,2019,3,71273.43803999998,75570.21035999998,4296.772320000004
"97 St Mary's Lane, Ballsbridge, Dublin 4",Dublin,370000.0,No,Second-Hand Dwelling house /Apartment,27,9,2013,9,423054.29089586716,504272.02070513513,81217.72980926797
"28 Boreenatra, Dungarvan",Waterford,20000.0,Yes,Second-Hand Dwelling house /Apartment,26,11,2010,12,23912.363429230678,30221.373146927206,6309.009717696528
"9 ARTILLARY PLACE, NEWBRIDGE, KILDARE",Kildare,82000.0,No,Second-Hand Dwelling house /Apartment,28,3,2014,8,92372.39210081511,107978.34103099904,15605.948930183935
"18 Parkview, Ratoath",Meath,245000.0,No,Second-Hand Dwelling house /Apartment,17,5,2012,10,284332.5021311615,345596.6963521746,61264.19422101311
"Ballymackea More, Cree",Clare,184114.025,No,New Dwelling house /Apartment,4,4,2016,6,201318.2404336168,226323.14588597717,25004.90545236037
"ST JUDES, TAYLORS HILL RD, GALWAY",Galway,450000.0,No,Second-Hand Dwelling house /Apartment,28,7,2017,5,484777.80174796854,534458.8375410935,49681.03579312493
"3 Daneswell Place, Glasnevin, Dublin 9",Dublin,794999.4,No,New Dwelling house /Apartment,29,1,2021,1,806924.391,822824.379,15899.988000000012
"APT 10, 14 RAILWAY ROAD, CLONGRIFFIN",Dublin,195000.0,No,Second-Hand Dwelling house /Apartment,27,1,2021,1,197924.99999999997,201824.99999999997,3900.0
"NUMBER 1ROSSMORE ISLAND, TAHILLA",Kerry,206167.0,No,Second-Hand Dwelling house /Apartment,2,3,2010,12,246497.01155571008,311532.49187912705,65035.48032341697
"60 CLUAIN SHEE, AIKENS VILLAGE, SANDYFORD DUBLIN 18",Dublin,404000.0,No,Second-Hand Dwelling house /Apartment,14,10,2021,1,410059.99999999994,418139.99999999994,8080.0
"BALLINAKILLA, BERE ISLAND, CORK",Cork,80000.0,No,Second-Hand Dwelling house /Apartment,27,4,2018,4,84909.08404999998,91801.84004999997,6892.755999999994
"MILL ROAD, KINLOUGH, CO LEITRIM",Leitrim,227000.0,No,Second-Hand Dwelling house /Apartment,15,10,2020,2,233861.07499999992,243168.07499999998,9307.000000000058
"3 THE FAIRGREEN, EASKEY, FAIRGREEN",Sligo,120000.0,No,Second-Hand Dwelling house /Apartment,15,12,2014,8,135179.11039143673,158017.08443560835,22837.974044171628
"CIRCULAR ROAD, TUAM, COUNTY GALWAY",Galway,77000.0,No,Second-Hand Dwelling house /Apartment,22,12,2020,2,79327.32499999998,82484.325,3157.0000000000146
"TOOTHFIELD, MANORHAMILTON, CO LEITRIM",Leitrim,77500.0,No,Second-Hand Dwelling house /Apartment,18,12,2018,4,82255.67517343747,88933.03254843748,6677.357375000007
"52 The Park, Citywest Village, Citywest",Dublin,382499.54,No,New Dwelling house /Apartment,8,9,2021,1,388237.03309999994,395887.0239,7649.990800000029
"56 Eallagh, Headford, Co. Galway",Galway,240000.29,No,New Dwelling house /Apartment,13,6,2019,3,250963.11324672867,266092.6115281837,15129.498281455017
"12 Grattan Crescent, Inchicore",Dublin,21818.18,Yes,Second-Hand Dwelling house /Apartment,30,6,2011,11,25700.70194701341,31853.88208535383,6153.18013834042
"77 silken park avenue, old naas road, kingswood",Dublin,299950.00255000003,No,New Dwelling house /Apartment,20,12,2017,5,323131.33971219236,356246.5104073801,33115.17069518776
"74 WESTBURY EST, SARSFIELD RD, WILTON",Cork,243000.0,No,Second-Hand Dwelling house /Apartment,9,8,2016,6,265706.7131380615,298709.04430171713,33002.33116365562
"86 GLEANN NA BEARU  ROYAL OAK ROAD, MUINEBHEAG, CO. CARLOW",Carlow,40000.0,Yes,Second-Hand Dwelling house /Apartment,12,6,2018,4,42454.54202499999,45900.920024999985,3446.377999999997
"NEILSTOWN, BOHERMEEN, NAVAN MEATH",Meath,442000.0,No,Second-Hand Dwelling house /Apartment,9,7,2021,1,448629.99999999994,457469.99999999994,8840.0
"Apt. 55 Block 3, Northwood Green, Santry",Dublin,340500.0,Yes,New Dwelling house /Apartment,18,12,2018,4,361394.28898781235,390731.5817128124,29337.292725000065
"CAMROCK, ROCKY VALLEY DR, ENNISKERRY",Wicklow,795000.0,No,Second-Hand Dwelling house /Apartment,22,12,2016,6,869287.3948343988,977257.9844438893,107970.58960949059
"42 The Elms, Archerstown Demesne, Ashbourne",Meath,334999.9943,No,New Dwelling house /Apartment,3,5,2018,4,355556.78340960265,384420.19866849383,28863.415258891182
"146 Brooklands, Clane",Kildare,174249.9897,No,New Dwelling house /Apartment,1,9,2011,11,205257.59020916763,254399.70819188032,49142.11798271269
"13 The Avenue, Dun Si, St. Marnock's Bay",Dublin,499999.99505,No,New Dwelling house /Apartment,23,9,2020,2,515112.49490038614,535612.4946974362,20499.999797050084
"51 STRATFORD HAVEN, ORWELL RD, RATHGAR DUBLIN 6",Dublin,445000.0,No,Second-Hand Dwelling house /Apartment,25,1,2021,1,451674.99999999994,460574.99999999994,8900.0
"108 Windmill Park, Crumlin",Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,7,12,2011,11,170802.5959230763,211695.60900021475,40893.01307713846
"11 KESTRAL MANOR, PLATIN ROAD, DROGHEDA",Louth,264999.99295000004,No,New Dwelling house /Apartment,15,12,2021,1,268974.99284425,274274.99270325,5299.999859000032
"WEST END, KILKEE, CO CLARE",Clare,725000.0,No,Second-Hand Dwelling house /Apartment,30,9,2016,6,792746.366358414,891210.1115997733,98463.74524135934
"27 BELARMINE DR, STEPASIDE, DUBLIN 18",Dublin,440000.0,No,Second-Hand Dwelling house /Apartment,1,4,2021,1,446599.99999999994,455399.99999999994,8800.0
"20 CLIFDEN TCE, BALLYFERMOT, DUBLIN 10",Dublin,49245.86,Yes,Second-Hand Dwelling house /Apartment,23,7,2014,8,55475.096210510324,64847.39348103457,9372.297270524243
"76 GORT NA COIRIBE, GALWAY, GALWAY",Galway,260000.0,No,Second-Hand Dwelling house /Apartment,23,7,2021,1,263900.0,269100.0,5200.0
"58 CHURCH DRIVE, EDEN GATE, DELGANY",Wicklow,130000.0,No,Second-Hand Dwelling house /Apartment,6,12,2013,9,148640.69680125063,177176.65592342586,28535.959122175234
"3 KELLYS BAY WEIR, SKERRIES, DUBLIN",Dublin,365000.0,No,Second-Hand Dwelling house /Apartment,19,11,2019,3,381672.6068749999,404682.0243749999,23009.41750000004
"THE FEATHERS, CASTLEGANNON, MULLINAVAT",Kilkenny,90000.0,No,Second-Hand Dwelling house /Apartment,15,7,2016,6,98409.8937548376,110632.97937100634,12223.08561616874
"124 Cromwellsfort Road, Walkinstown",Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,3,10,2013,9,228677.99507884713,272579.47065142443,43901.4755725773
"APT 14, SIENNA, FRANCIS ST",Louth,130000.0,No,Second-Hand Dwelling house /Apartment,6,12,2016,6,142147.6243125432,159803.19242478695,17655.568112243753
"OAKLANDS, SOUTH CIRCULAR RD, LIMERICK",Limerick,210000.0,No,Second-Hand Dwelling house /Apartment,7,7,2016,6,229623.0854279544,258143.61853234813,28520.533104393748
"72 DRUMACONN, CORNAMADDY, ATHLONE",Westmeath,235000.0,No,Second-Hand Dwelling house /Apartment,21,5,2019,3,245734.4181249999,260548.70062499994,14814.28250000003
"17 Clonlara, Kerry Pike, Co. Cork",Cork,444999.9948,No,New Dwelling house /Apartment,6,6,2018,4,472306.77450903435,510647.7293110052,38340.95480197086
"143 Charlesland Court, Greystones",Wicklow,132500.0,No,Second-Hand Dwelling house /Apartment,8,11,2013,9,151499.17173973622,180583.89930656867,29084.727566832444
"92 The Cloisters, Terenure, Dublin 6W",Dublin,264000.0,No,Second-Hand Dwelling house /Apartment,29,9,2011,11,310978.5194737389,385432.00535211514,74453.48587837623
"25 CUL RUA, AGLISH, WATERFORD",Waterford,134000.0,No,Second-Hand Dwelling house /Apartment,6,11,2019,3,140120.90224999996,148568.19524999996,8447.293000000005
"NIALLS HOUSE, AUGHRIM, BALLINASLOE",Galway,58000.0,No,Second-Hand Dwelling house /Apartment,27,11,2020,2,59753.04999999998,62131.049999999996,2378.0000000000146
"375 Castleforbes Square, Upper Mayor Street",Dublin,251840.383,No,New Dwelling house /Apartment,15,12,2016,6,275373.17038008454,309576.13219139265,34202.96181130811
"apt 37 Cherry House, Mespil Estate, Dublin 4",Dublin,99000.0,No,Second-Hand Dwelling house /Apartment,28,11,2012,10,114893.54167748975,139649.27730149098,24755.73562400123
"24 Bru na Mara, Fort Lorenzo, Taylor's Hill",Galway,235000.0,No,Second-Hand Dwelling house /Apartment,27,8,2010,12,280970.27029346046,355101.1344763947,74130.86418293422
"1 COIS LOCHA, DOOHAMLET, MONAGHAN",Monaghan,185000.0,No,Second-Hand Dwelling house /Apartment,16,4,2021,1,187774.99999999997,191474.99999999997,3700.0
"15 HARBOUR VIEW, NAAS, KILDARE",Kildare,165000.0,No,Second-Hand Dwelling house /Apartment,18,6,2021,1,167474.99999999997,170775.0,3300.000000000029
"GURTEEN, BALLINTRILLICK, CLIFFONEY",Sligo,180000.0,No,Second-Hand Dwelling house /Apartment,28,7,2016,6,196819.7875096752,221265.95874201268,24446.17123233748
"59 Springhill Avenue, Blackrock, Co. Dublin",Dublin,288000.0,No,Second-Hand Dwelling house /Apartment,11,9,2012,10,334235.7576072429,406252.44305888284,72016.68545163993
"41 Clonmore Road, Mount Merrion",Dublin,775000.0,No,Second-Hand Dwelling house /Apartment,20,8,2015,7,860129.8074988791,986016.428644094,125886.62114521489
"32 Ashton Park, Monkstown",Dublin,438000.0,No,Second-Hand Dwelling house /Apartment,30,4,2013,9,500804.80922267516,596949.0407266194,96144.23150394426
"2 ROSEWOOD MANOR, THE SPIRES, INNISHANNON",Cork,700000.0,No,Second-Hand Dwelling house /Apartment,11,3,2019,3,731974.8624999997,776102.5124999998,44127.65000000014
"143 ST ATTRACTA RD, CABRA, DUBLIN 7",Dublin,188000.0,No,Second-Hand Dwelling house /Apartment,10,11,2014,8,211780.60627991756,247560.09894911974,35779.49266920218
"110 Carton Wood, Maynooth",Kildare,271762.13,Yes,New Dwelling house /Apartment,17,12,2018,4,288438.41922221275,311853.2948738412,23414.875651628477
"KAMARA, BALLYBEG, SCREEN",Wexford,165000.0,No,Second-Hand Dwelling house /Apartment,1,10,2014,8,185871.2767882255,217273.49109896147,31402.21431073596
"KILLOONEY, DUNMORE, CO GALWAY",Galway,70500.0,No,Second-Hand Dwelling house /Apartment,13,11,2014,8,79417.72735496909,92835.03710591991,13417.309750950822
"APT 22 FERRYBANK, GRAGUECULLEN, CO CARLOW",Carlow,64000.0,No,Second-Hand Dwelling house /Apartment,29,3,2017,5,68946.17624859996,76011.92356139996,7065.747312799998
"35 PEBBLE GROVE, TRAMORE, WATERFORD",Waterford,142000.0,No,Second-Hand Dwelling house /Apartment,4,8,2020,2,146291.94999999995,152113.94999999998,5822.000000000029
"5 THE CRESCENT, CASTLEROCK, MIDLETON",Cork,350000.0,No,Second-Hand Dwelling house /Apartment,21,3,2019,3,365987.43124999985,388051.2562499999,22063.82500000007
"82 MARIAN AVE, PORTLAOISE, LAOIS",Laois,55000.0,No,Second-Hand Dwelling house /Apartment,4,7,2014,8,61957.09226274184,72424.49703298716,10467.404770245317
"SCRAUGH, ACLARE, CO SLIGO",Sligo,97300.0,No,Second-Hand Dwelling house /Apartment,16,7,2014,8,109607.7286757233,128125.5192965391,18517.79062081581
"8 SPRINGMOUNT, OLD YOUGHAL ROAD, CORK",Cork,20000.0,No,Second-Hand Dwelling house /Apartment,11,6,2013,9,22867.799507884713,27257.94706514244,4390.147557257729
"37 OLDBRIDGE AVE, SALLINS, KILDARE",Kildare,240000.0,No,Second-Hand Dwelling house /Apartment,22,11,2019,3,250962.8099999999,266092.2899999999,15129.48000000001
"47 LISMORE RD, DUBLIN 12, DUBLIN",Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,11,2,2016,6,240557.5180673808,270436.1717957933,29878.653728412493
"2 Cedarwood Grove, Finglas",Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,4,11,2011,11,235589.7874801052,291993.94344857207,56404.15596846686
"RIVER HOUSE, KENMARE, GORTMULLEN",Kerry,200000.0,No,Second-Hand Dwelling house /Apartment,23,12,2014,8,225298.51731906124,263361.80739268055,38063.29007361931
"31 BRUACH NA GAILLE, MOYVANE, KERRY",Kerry,125000.0,No,Second-Hand Dwelling house /Apartment,22,6,2021,1,126874.99999999999,129374.99999999999,2500.0
"BALLINLOUGH, KILTEELY, LIMERICK",Limerick,330000.0,No,Second-Hand Dwelling house /Apartment,3,4,2020,2,339974.2499999999,353504.24999999994,13530.000000000058
"48 DE VESCI COURT, FAIRGREEN VILLAGE, PORTLAOISE",Laois,170000.0,No,Second-Hand Dwelling house /Apartment,3,5,2019,3,177765.32374999992,188482.03874999995,10716.715000000026
"Apartment 39 Neptune Block, Honeypark, Dun-Laoghaire",Dublin,400000.00285,No,New Dwelling house /Apartment,3,3,2017,5,430913.6046240092,475074.52564365574,44160.921019646514
"92 CARRIG COURT, CITYWEST, SAGGART",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,10,1,2020,2,309067.49999999994,321367.49999999994,12300.0
"514 MOUNT KENNETH APTS, MOUNT RICHMOND COURT, MOUNT KENNRTH PLACE",Limerick,50000.0,No,Second-Hand Dwelling house /Apartment,16,12,2016,6,54672.163197131995,61462.766317225745,6790.6031200937505
