Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"APT 4 113 THE QUAY, COFFEE HOUSE LANE, WATERFORD",Waterford,85000.0,No,Second-Hand Dwelling house /Apartment,23,7,2019,3
"Ballinacor, Beech Road, Arklow",Wicklow,190000.0,No,Second-Hand Dwelling house /Apartment,22,12,2015,7
"18 PARK GROVE, GRANGERATH, DROGHEDA",Meath,150000.0,No,Second-Hand Dwelling house /Apartment,16,12,2016,6
"39 BOTHAR GLASS, BALLYCONNELL, CAVAN",Cavan,70000.0,No,Second-Hand Dwelling house /Apartment,23,1,2019,3
"LENAMORE, CARRIGART, DONEGAL",Donegal,169000.0,No,Second-Hand Dwelling house /Apartment,27,10,2020,2
"12 OLD QUARRY, BALLINCOLLIG, CORK",Cork,161000.0,No,Second-Hand Dwelling house /Apartment,26,3,2015,7
"46 NORTH RD, FINGLAS, DUBLIN 11",Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,21,4,2015,7
"FENNOR LOWER, OLDCASTLE, CO MEATH",Meath,180000.0,No,Second-Hand Dwelling house /Apartment,26,11,2020,2
"20  Oak Lawns, Santry",Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,21,2,2011,11
"APARTMENT 16, SHELBOURNE PARK NEWS, 25 RINGSEND ROAD",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,11,3,2020,2
"2 Radharc na Siuire, Knockboy",Waterford,180000.00185,No,New Dwelling house /Apartment,5,4,2017,5
"APARTMENT 234 CASTLEFORBES SQUARE, DUBLIN 1",Dublin,262000.0,No,Second-Hand Dwelling house /Apartment,20,11,2017,5
"4 PRESENTATION RD, MILL ST, GALWAY",Galway,394000.0,No,Second-Hand Dwelling house /Apartment,2,10,2015,7
"10 MAGAZINE RD, ATHLONE, WESTMEATH",Westmeath,43000.0,No,Second-Hand Dwelling house /Apartment,5,12,2014,8
"11 THE LAUNDRY, HYBREASAL, SOUTH CIRCULAR RD",Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,2,12,2013,9
"BALLINACARGY, COUNTY WESTMEATH",Westmeath,75000.0,No,Second-Hand Dwelling house /Apartment,15,5,2015,7
"Drumshanbo Road, Leitrim Village",Leitrim,199873.5,No,New Dwelling house /Apartment,22,7,2010,12
"HSE 4 HAVENWOOD RETIREMENT VILLAGE, BISHOPS COURT, BALLYGUNNER",Waterford,140000.0,No,Second-Hand Dwelling house /Apartment,18,10,2019,3
"AUGHIR LANE, BALLYBAY, MONAGHAN",Monaghan,180000.0,No,Second-Hand Dwelling house /Apartment,10,10,2017,5
"61 The Village, Adare Manor, Adare",Limerick,224399.715,No,New Dwelling house /Apartment,20,4,2012,10
"54 Barton Road West, Rathfarnham, Dublin 14",Dublin,445000.0,No,Second-Hand Dwelling house /Apartment,12,7,2010,12
"BOHERGAR, BOHER, COUNTY LIMERICK",Limerick,125000.0,No,Second-Hand Dwelling house /Apartment,21,11,2017,5
"40 CLAREMONT DR, GLASNEVIN, DUBLIN 11",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,8,8,2019,3
"6 MONTPELIER COURT, MONTPELIER HILL, DUBLIN 7",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,23,12,2014,8
"OUNAVARRA HOUSE, CLONEE ROAD, LUCAN",Dublin,230000.0,No,Second-Hand Dwelling house /Apartment,27,1,2016,6
"WINDY RIDGE, 4 GALTRIM PARK, BRAY",Wicklow,435000.0,No,Second-Hand Dwelling house /Apartment,24,3,2015,7
"No.24 Cnoc na Rí, Top Road, Strandhill",Sligo,270674.8,No,New Dwelling house /Apartment,27,7,2018,4
"KILTYNASHINNAGH, AUGHNASHEELIN, BALLINAMORE",Leitrim,37500.0,Yes,Second-Hand Dwelling house /Apartment,27,3,2017,5
"99 LONGMILE RD, WALKINSTOWN, DUBLIN 12",Dublin,347000.0,No,Second-Hand Dwelling house /Apartment,27,6,2019,3
"70 BEECH PARK, LUCAN, DUBLIN",Dublin,700000.0,No,Second-Hand Dwelling house /Apartment,12,11,2021,1
"10 COLLEGE HILL, IRISHTOWN, MULLINGAR",Westmeath,260000.0,No,Second-Hand Dwelling house /Apartment,23,6,2017,5
"9 Glenbrook Avenue, NEWTOWNMOUNTKENNEDY",Wicklow,293550.725,No,New Dwelling house /Apartment,8,12,2015,7
"21 FITZWILLIAM COURT, WINTON RD, DUBLIN",Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,6,3,2020,2
"5 St Joseph's Terrace, Irishtown",Dublin,558333.3314,No,New Dwelling house /Apartment,15,6,2018,4
"10 KEARNS COURT, KEARNS PLACE, KILMAINHAM DUBLIN 8",Dublin,205000.0,No,Second-Hand Dwelling house /Apartment,15,11,2019,3
"2 Chnoic Na Greine, Tydavnet",Monaghan,85125.0,No,New Dwelling house /Apartment,19,3,2013,9
"41 LITTLEWOOD APTS, BELARMINE, STEPASIDE DUBLIN 18",Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,16,11,2018,4
"4 AIRPORT RD, KILKELLY, MAYO",Mayo,112500.0,No,Second-Hand Dwelling house /Apartment,9,1,2020,2
"30 DELFORD DR, ROCHESTOWN RD, CORK",Cork,320000.0,No,Second-Hand Dwelling house /Apartment,28,11,2019,3
"3 BEWLEY COURT, NEW ROSS TOWN, WEXFORD",Wexford,34700.0,Yes,Second-Hand Dwelling house /Apartment,11,6,2018,4
"6 PAIRC NA TIARNA, GRANARD RD, CASTLEPOLLARD",Westmeath,173000.0,No,Second-Hand Dwelling house /Apartment,20,8,2021,1
"CASTLEREA RD, BALLAGHADERREEN, ROSCOMMON",Roscommon,119000.0,No,Second-Hand Dwelling house /Apartment,14,1,2020,2
"6 ORWELL BANK, ORWELL PARK, RATHGAR",Dublin,810000.0,No,Second-Hand Dwelling house /Apartment,18,7,2019,3
"4 Kingsfort, Church Road, Raheen",Limerick,472424.9998,No,New Dwelling house /Apartment,13,8,2018,4
"Broomfield, Midleton",Cork,22700.0,No,New Dwelling house /Apartment,25,1,2016,6
"78 TRIMLESTON PARK, BOOTERSTOWN, DUBLIN",Dublin,670000.0,No,Second-Hand Dwelling house /Apartment,26,4,2015,7
"17 LEINSTER WOOD, CARTON DEMESNE, MAYNOOTH",Kildare,825000.0,No,Second-Hand Dwelling house /Apartment,18,12,2018,4
"12 CORNMILL, ARDEE, LOUTH",Louth,170000.0,No,Second-Hand Dwelling house /Apartment,8,3,2019,3
"COOLEENY, SHROID, LONGFORD",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,9,2,2016,6
"41 CLONLIFFE SQ, DISTILLERY RD, DUBLIN",Dublin,335000.0,No,Second-Hand Dwelling house /Apartment,20,4,2018,4
"16 DUN NA SLI, RATHCORE, ENFIELD",Meath,185000.0,No,Second-Hand Dwelling house /Apartment,22,12,2020,2
"13 THE WINDMILL, SIR JOHN RODGERSONS QUAY, LIME ST DUBLIN 2",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,28,11,2018,4
"No. 5 Glashaboy Woods, Sallybrook, Glanmire",Cork,324999.99734999996,No,New Dwelling house /Apartment,1,12,2017,5
"30 Carrickbrack Hill, Sutton",Dublin,510000.0,No,Second-Hand Dwelling house /Apartment,23,9,2013,9
"5 Beresford Crescent, Donabate",Dublin,431981.0,No,New Dwelling house /Apartment,17,10,2018,4
"7 All Saints Close, Raheny, Dublin 5",Dublin,90750.0,Yes,Second-Hand Dwelling house /Apartment,7,11,2012,10
"1 WOODSLAND, BLAKESTOWN RD, CLONSILLA DUBLIN 15",Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,24,3,2015,7
"37 MILLSTEAD, BLANCHARDSTOWN, DUBLIN 15",Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,21,4,2020,2
"47 CHARLESLAND COURT, GREYSTONES, WICKLOW",Wicklow,315000.0,No,Second-Hand Dwelling house /Apartment,31,7,2018,4
"Apartment 49, Booterstown Wood, Booterstown Avenue",Dublin,323475.0,No,New Dwelling house /Apartment,15,12,2010,12
"20 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN 7",Dublin,301000.0,No,Second-Hand Dwelling house /Apartment,18,5,2017,5
"37 ESMONDALE EST, KILCULLEN RD, NAAS",Kildare,253000.0,No,Second-Hand Dwelling house /Apartment,15,11,2017,5
"The Rookery, Orchardstown",Waterford,153000.0,No,Second-Hand Dwelling house /Apartment,25,4,2013,9
"80 THE ICE RINK, DOLPHINS BARN, DUBLIN 8",Dublin,134044.0,No,Second-Hand Dwelling house /Apartment,20,1,2017,5
"1 SLIABH GAMBH, COOLANEY, SLIGO",Sligo,64500.0,No,Second-Hand Dwelling house /Apartment,14,10,2016,6
"7 ESKER GLEN, DRUMLISH, LONGFORD",Longford,85000.0,No,Second-Hand Dwelling house /Apartment,23,6,2016,6
"237 MAPLE WOODS, BALLINACURRA, MIDLETON",Cork,415000.0,No,Second-Hand Dwelling house /Apartment,28,11,2019,3
"KILPATRICK, CROSSABEG, WEXFORD",Wexford,125000.0,No,Second-Hand Dwelling house /Apartment,25,3,2015,7
"BRICK COTTAGE, THE BRICKYARD, COURTOWN RD KILBRIDE",Wexford,170000.0,No,Second-Hand Dwelling house /Apartment,21,12,2015,7
"38 Larkfield Heath, Clayfarm, Leopardstown",Dublin,584999.43,No,New Dwelling house /Apartment,7,1,2019,3
"22 Cannon Street, Waterford",Waterford,51000.0,No,Second-Hand Dwelling house /Apartment,8,6,2012,10
"COTTAGE, BUNINADDEEN, CO SLIGO",Sligo,28000.0,No,Second-Hand Dwelling house /Apartment,5,2,2021,1
"83 Willow Drive, The Willows, Dunshaughlin",Meath,319999.63,No,New Dwelling house /Apartment,29,4,2021,1
"GLENROSS, KELLYSTOWN ROAD, SANDYFORD",Dublin,245000.0,No,Second-Hand Dwelling house /Apartment,23,9,2019,3
"53 THE PADDOCK, BLACKHORSE AVE, DUBLIN 7",Dublin,550000.0,No,Second-Hand Dwelling house /Apartment,30,11,2020,2
"10 UPPERQUAY HILL, WESTPORT, MAYO",Mayo,187000.0,No,Second-Hand Dwelling house /Apartment,14,4,2015,7
"108 Medebawn, Avenue Road, Dundalk",Louth,272400.0,No,New Dwelling house /Apartment,22,6,2018,4
"14 CAMDEN LOCK, SOUTH DOCK RD, RINGSEND DUBLIN 4",Dublin,363000.0,No,Second-Hand Dwelling house /Apartment,24,8,2020,2
"26 JAMES STREET, KILKENNY",Kilkenny,312000.0,No,Second-Hand Dwelling house /Apartment,17,11,2017,5
"CURRAGHBOY VILLAGE, ATHLONE, ROSCOMMON",Roscommon,260000.0,No,Second-Hand Dwelling house /Apartment,8,7,2016,6
"3 QUAY RD, CK ON SHANNON, LEITRIM",Leitrim,205000.0,No,Second-Hand Dwelling house /Apartment,14,12,2021,1
"41 COIS INBHIR, BEAVERSTOWN RD, DONABATE",Dublin,460000.0,No,Second-Hand Dwelling house /Apartment,9,9,2016,6
"LISSADELL, DARGLE VALE, BRAY",Wicklow,380000.0,No,Second-Hand Dwelling house /Apartment,26,8,2014,8
"3 LAMBOURNE PARK, BEEVERSTOWN ROAD, DONABATE",Dublin,283000.0,No,Second-Hand Dwelling house /Apartment,6,6,2019,3
"5 DAWSON COURT, CROSS AVE, BLACKROCK",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,13,4,2021,1
"32 CHURCH HILLS RD, COOSAN, ATHLONE",Westmeath,133000.0,No,Second-Hand Dwelling house /Apartment,19,12,2014,8
"58 The Borough, Moneygourney, Douglas",Cork,146682.9281,No,New Dwelling house /Apartment,25,10,2017,5
"62 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,15,11,2021,1
"Saltown, Saltmills",Wexford,113500.0,No,New Dwelling house /Apartment,9,1,2012,10
"19 Cuil Duin Walk, Cuil Duin, Citywest",Dublin,319999.63,No,New Dwelling house /Apartment,7,3,2018,4
"26 Griffinrath Manor, Celbridge Road, Maynooth",Kildare,485000.255,No,New Dwelling house /Apartment,24,4,2014,8
"14 Broombridge Road, Cabra, Dublin 7",Dublin,195000.0,No,Second-Hand Dwelling house /Apartment,29,7,2010,12
"22 Oakfield, Park Road, Killarney",Kerry,238350.0,No,New Dwelling house /Apartment,19,10,2011,11
"73 SLIABH RUA, BALLYMORE RD, MOATE",Westmeath,168700.0,No,Second-Hand Dwelling house /Apartment,23,11,2018,4
"31 OAKLANDS, CARRICK ON SUIR, TIPPERARY",Tipperary,175000.0,No,Second-Hand Dwelling house /Apartment,29,5,2017,5
"130 BEATTY PARK, CELBRIDGE, CO KILDARE",Kildare,470000.0,No,Second-Hand Dwelling house /Apartment,4,12,2019,3
"12 MARYFIELD WOODS, ARTANE, DUBLIN 5",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,21,11,2014,8
"BALLYCLOGHAN, CARRICKBOY, COUNTY LONGFORD",Longford,30000.0,No,Second-Hand Dwelling house /Apartment,2,10,2018,4
"LIMERICK STREET, CAPPAGHWHITE, CO TIPPERARY",Tipperary,45000.0,No,Second-Hand Dwelling house /Apartment,24,6,2016,6
"129 FOREST HILLS, RATHCOOLE, DUBLIN",Dublin,205100.0,No,Second-Hand Dwelling house /Apartment,13,6,2017,5
"Apartment 5, Radharc na hArdeaglaise, Crievesmith",Donegal,124999.82,No,New Dwelling house /Apartment,22,12,2021,1
"82 Carton Wood, Maynooth",Kildare,431250.00325,No,New Dwelling house /Apartment,7,1,2020,2
"15 CARDY ROCK CLOSE, BALBRIGGAN, CO DUBLIN",Dublin,124658.45,Yes,Second-Hand Dwelling house /Apartment,20,12,2018,4
"17 BRENDAN RD, DONNYBROOK, DUBLIN 4",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,31,3,2017,5
"64 THE ISLAND, MARTINS ROW, CHAPELIZOD DUBLIN 20",Dublin,362000.0,No,Second-Hand Dwelling house /Apartment,11,12,2018,4
"25 Farmhill Manor, Strandhill Road, Sligo",Sligo,335000.00565,No,New Dwelling house /Apartment,29,11,2021,1
"5 RAILWAY ROAD, 1/2 SORRENTO ROAD, DALKEY",Dublin,172500.0,No,Second-Hand Dwelling house /Apartment,26,2,2019,3
"21 THE HAWTHORNS, CARRAROE, SLIGO",Sligo,190000.0,No,Second-Hand Dwelling house /Apartment,30,8,2018,4
"4 MILLBANK GLEN, DROMAHAIR, LEITRIM",Leitrim,110000.0,No,Second-Hand Dwelling house /Apartment,1,12,2016,6
"12  Castleheights, St. Joseph's Road, Mallow",Cork,205000.0,No,Second-Hand Dwelling house /Apartment,20,3,2013,9
"44  Meadows, Tir Cluain, Midleton",Cork,194999.9916,Yes,New Dwelling house /Apartment,20,12,2018,4
"24 FERNS CLOSE, FERNS BRIDGE, MONASTEREVIN",Kildare,175000.0,No,Second-Hand Dwelling house /Apartment,12,4,2018,4
"20 cairnsfort, Stepaside",Dublin,535000.0,No,Second-Hand Dwelling house /Apartment,7,11,2012,10
"26 SPRING BANK, SAGGART, DUBLIN",Dublin,338000.0,No,Second-Hand Dwelling house /Apartment,18,9,2017,5
"5 MOYCARN PORTNICK, BALLINASLOE, GALWAY",Galway,179000.0,No,Second-Hand Dwelling house /Apartment,12,2,2019,3
"DROMATHA, KNOCK, ENNIS RD",Limerick,390000.0,No,Second-Hand Dwelling house /Apartment,16,6,2021,1
"LAHARN NORTH, CAHERCIVEEN, COUNTY KERRY",Kerry,70000.0,No,Second-Hand Dwelling house /Apartment,25,10,2019,3
"CASHELGARREN, SLIGO, CO SLIGO",Sligo,120000.0,No,Second-Hand Dwelling house /Apartment,21,4,2021,1
"KITTY KIERNANS, LOUGHREA, CO GALWAY",Galway,30000.0,No,Second-Hand Dwelling house /Apartment,29,9,2015,7
"28 THE JETTY, MARKET POINT, MULLINGAR",Westmeath,105000.0,No,Second-Hand Dwelling house /Apartment,17,2,2021,1
"25  THE ASHES, ELMFIELD, LEOPARDSTOWN",Dublin,292302.225,No,New Dwelling house /Apartment,18,10,2017,5
"POTAHE, CAVAN, CAVAN",Cavan,130000.0,No,Second-Hand Dwelling house /Apartment,19,6,2020,2
"2 KINGS HALL, WATERSIDE, SWORDS RD",Dublin,318749.995,No,New Dwelling house /Apartment,30,8,2016,6
"9 college woods, balla, co. mayo",Mayo,175925.0,No,New Dwelling house /Apartment,5,12,2014,8
"95 LAKELANDS CLOSE, BLACKROCK, DUBLIN",Dublin,290000.0,Yes,Second-Hand Dwelling house /Apartment,23,1,2014,8
"47 The Drive, Earls Court, Kill",Kildare,289425.0,No,New Dwelling house /Apartment,16,9,2015,7
"43 SHEARWATER, PIER ROAD, KINSALE",Cork,475000.0,No,Second-Hand Dwelling house /Apartment,14,8,2019,3
"89 BOYNE VIEW, JOHNSTOWN, NAVAN",Meath,305000.0,No,Second-Hand Dwelling house /Apartment,10,7,2020,2
"83 HUNTERS GREEN, HUNTERSWOOD, BALLYCULLEN DUBLIN 24",Dublin,286000.0,No,Second-Hand Dwelling house /Apartment,20,9,2019,3
"53 THE GREY SQ, PORTRANE, DUBLIN",Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,16,7,2019,3
"Apartment 4, The Lakelands, Dublin Road",Cavan,30000.0,No,Second-Hand Dwelling house /Apartment,14,8,2014,8
"1 THE CLOSE, EARLS MEADOW, BALLIVOR",Meath,230000.0,No,Second-Hand Dwelling house /Apartment,8,6,2020,2
"14 BEECH PARK, COLLINSTOWN, COUNTY WESTMEATH",Westmeath,111000.0,No,Second-Hand Dwelling house /Apartment,24,12,2019,3
"43 Mill Lodge, Foxford",Mayo,47000.35,No,New Dwelling house /Apartment,2,4,2015,7
"CARRIGDHOUN, 45 BALLYKEEFFE ESTATE, BALLYKEEFFE",Limerick,282000.0,No,Second-Hand Dwelling house /Apartment,29,10,2021,1
"219 LLANDAFF TERRACE, MERRION ROAD, DUBLIN 4",Dublin,730000.0,No,Second-Hand Dwelling house /Apartment,4,8,2020,2
"60 PROSPECT DALE, MOUNT PROSPECT, CLONARD",Wexford,137500.0,No,Second-Hand Dwelling house /Apartment,20,3,2017,5
"82 KINCORA AVE, CLONTARF, DUBLIN 3",Dublin,755000.0,No,Second-Hand Dwelling house /Apartment,25,8,2017,5
"LEITER, BAILIEBOROUGH, CAVAN",Cavan,269000.0,No,Second-Hand Dwelling house /Apartment,6,4,2020,2
"APT 135, BLOCK 9, ALLENDALE SQ DUBLIN 15",Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,17,11,2016,6
"12 braemor grove, churchtown",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,30,8,2011,11
"172 TRIMBLESTON, GOATSTOWN RD, GOATSTOWN DUBLIN 14",Dublin,760000.0,No,Second-Hand Dwelling house /Apartment,5,12,2019,3
"89 THE GROVE, BALLINTYRE, BALLINTEER AVE DUBLIN 16",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,9,11,2018,4
"1B METGES LANE, NAVAN, MEATH",Meath,107500.0,No,Second-Hand Dwelling house /Apartment,16,10,2017,5
"2 ROSTREVOR RD, RATHGAR, DUBLIN 6",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,17,10,2019,3
"18 Lower Rathmines Road, Dublin",Dublin,741000.0,No,Second-Hand Dwelling house /Apartment,12,8,2014,8
"44 CARYSFORT RD, DALKEY, DUBLIN",Dublin,450000.0,Yes,Second-Hand Dwelling house /Apartment,18,3,2015,7
"31 Bollarney Woods, Bollarney North, Wicklow Town",Wicklow,426850.2552,Yes,New Dwelling house /Apartment,2,4,2020,2
"702 RYDER CUP VILLAGE, THE K CLUB, STRAFFAN",Kildare,420000.0,No,Second-Hand Dwelling house /Apartment,28,6,2019,3
"2 CHAPEL RD, MONIVEA, GALWAY",Galway,70000.0,Yes,Second-Hand Dwelling house /Apartment,14,7,2021,1
"37 Holborn Hill, Belturbet",Cavan,45000.0,No,Second-Hand Dwelling house /Apartment,16,4,2015,7
"APT. 2 GLENSIDE, BARRACK STREET, CAPPOQUIN",Waterford,50000.0,No,Second-Hand Dwelling house /Apartment,13,11,2017,5
"5 HAYWORTH PLACE, ONGAR PARK, DUBLIN 15",Dublin,167500.0,No,Second-Hand Dwelling house /Apartment,9,5,2017,5
"115 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4",Dublin,740000.0,No,Second-Hand Dwelling house /Apartment,6,6,2019,3
"KILTUBRID, THREEMILEHOUSE, CO MONAGHAN",Monaghan,131000.0,No,Second-Hand Dwelling house /Apartment,3,11,2016,6
"88 DEERPARK, ASHBOURNE, MEATH",Meath,320000.0,No,Second-Hand Dwelling house /Apartment,27,10,2017,5
"26 BLACKTHORN DR, CAHERDAVIN HEIGHTS, ENNIS RD",Limerick,185000.0,No,Second-Hand Dwelling house /Apartment,11,7,2018,4
"ELLIS 18 LUDFORD PARK, LUDFORD, BALLINTEER",Dublin,613000.0,No,Second-Hand Dwelling house /Apartment,9,6,2017,5
"BEALNALICKA, RUAN, CO. CLARE",Clare,235000.0,No,Second-Hand Dwelling house /Apartment,6,11,2018,4
"3 An Tuairin, Dublin Road, Tuam",Galway,92500.0,Yes,New Dwelling house /Apartment,14,5,2012,10
"8 THE MALTINGS, BRAY, WICKLOW",Wicklow,245000.0,No,Second-Hand Dwelling house /Apartment,11,8,2020,2
"4 CHAMBERSLAND CLOSE, NEW ROSS, WEXFORD",Wexford,157500.0,No,Second-Hand Dwelling house /Apartment,10,11,2021,1
"8 GOFTON HALL, MC KEE AVE, FINGLAS DUBLIN 11",Dublin,270000.0,No,Second-Hand Dwelling house /Apartment,17,5,2021,1
"189 CARTUR MOR, CLYBAUN RD, GALWAY",Galway,240000.0,No,Second-Hand Dwelling house /Apartment,21,2,2017,5
"4 Aos Cluan, Clarina Village, Clarina",Limerick,192000.0,No,Second-Hand Dwelling house /Apartment,8,9,2010,12
"24 Somerton Copse, Newcastle Road, Lucan",Dublin,365016.0,No,New Dwelling house /Apartment,15,4,2019,3
"27 INISCARRAGH, ENNIS, CO CLARE",Clare,269000.0,No,Second-Hand Dwelling house /Apartment,20,7,2018,4
"18 EALLAGH, HEADFORD, GALWAY",Galway,251000.0,No,Second-Hand Dwelling house /Apartment,18,11,2021,1
"30 Slade Castle Avenue, Saggart, County Dublin",Dublin,178195.0,No,New Dwelling house /Apartment,24,10,2014,8
"1 ASHLEY LAWNS, FRENCHPARK, ROSCOMMON",Roscommon,80000.0,No,Second-Hand Dwelling house /Apartment,23,5,2018,4
"3 PALLAS, KILBEGGAN, WESTMEATH",Westmeath,186700.0,No,Second-Hand Dwelling house /Apartment,26,3,2021,1
"193 Burnell Court, Northern Cross, Malahide Road",Dublin,120571.05,No,New Dwelling house /Apartment,1,5,2015,7
"7 Ornamental Gardens, Oldtown Demesne, Naas",Kildare,146000.0,No,Second-Hand Dwelling house /Apartment,19,9,2011,11
"APT F, COLLIEMORE APTS, COLLEMORE RD DALKEY",Dublin,380000.0,No,Second-Hand Dwelling house /Apartment,8,9,2017,5
"29 BRABAZON LINKS, BETTYSTOWN, MEATH",Meath,120000.0,No,Second-Hand Dwelling house /Apartment,20,6,2014,8
"7 The Anchorage, Harpers Creek, Glounthaune",Cork,419999.94,No,New Dwelling house /Apartment,26,8,2020,2
"43 YEATS VILLAGE, BALLINODE, SLIGO",Sligo,94000.0,No,Second-Hand Dwelling house /Apartment,30,8,2018,4
"32 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN MEATH",Meath,261000.0,No,Second-Hand Dwelling house /Apartment,24,9,2021,1
"37 HAMLET AVENUE, CHIEFTAN'S WAY, BALBRIGGAN",Dublin,225000.0,No,Second-Hand Dwelling house /Apartment,25,1,2019,3
"1 GRAHAM COURT, BALLNERRIN, WICKLOW",Wicklow,303403.0,No,Second-Hand Dwelling house /Apartment,2,7,2020,2
"7 St. Esra Close, Killester Avenue, Dublin 5",Dublin,368875.0,No,New Dwelling house /Apartment,14,6,2013,9
"69 RATHGAEL, DEANSRATH, CLONDALKIN",Dublin,69668.25,No,Second-Hand Dwelling house /Apartment,16,12,2013,9
"CARNEY WOODLANDS, CARNEY, NENAGH",Tipperary,190000.0,No,Second-Hand Dwelling house /Apartment,28,5,2015,7
"53 Monread Heights, Naas",Kildare,160000.0,No,Second-Hand Dwelling house /Apartment,16,12,2010,12
"3 ROCHFORD PARK, KILL, KILDARE",Kildare,215000.0,No,Second-Hand Dwelling house /Apartment,21,1,2019,3
"13 Butterfield Grove, Rathfarnham",Dublin,535000.0,No,Second-Hand Dwelling house /Apartment,1,11,2013,9
"17 WADELAI GREEN, GLASNEVIN, DUBLIN 11",Dublin,425000.0,No,Second-Hand Dwelling house /Apartment,29,8,2019,3
"101 OLDBRIDGE WALK, OSBERSTOWN, NAAS",Kildare,191000.0,No,Second-Hand Dwelling house /Apartment,17,12,2012,10
"1 Seaview Drive, Cnoc Na Mara, Golf Links Road",Louth,357525.0,No,New Dwelling house /Apartment,6,12,2017,5
"7 BEECHWOOD PARK, LETTERKENNY, DONEGAL",Donegal,90000.0,No,Second-Hand Dwelling house /Apartment,7,12,2017,5
"7 OCEAN VIEW, SANDHILLS ROAD, BALLYHEIGUE",Kerry,173000.0,No,Second-Hand Dwelling house /Apartment,2,6,2017,5
"36A Willow Court, Newlands Cross, Clondalkin",Dublin,404999.99565,No,New Dwelling house /Apartment,12,6,2019,3
"Tir Na Nog, Ulusker  Adrigole, Beara",Cork,160000.0,No,Second-Hand Dwelling house /Apartment,28,9,2012,10
"90 THE MEADOW, MURROE, CO LIMERICK",Limerick,150000.0,No,Second-Hand Dwelling house /Apartment,21,4,2021,1
"37 CAREYSTOWN MEADOWS, WHITEGATE, MIDLETON",Cork,185000.0,No,Second-Hand Dwelling house /Apartment,6,7,2016,6
"CASTLEWRIXON, BALLYHEA, CO CORK",Kerry,50000.0,No,Second-Hand Dwelling house /Apartment,20,1,2021,1
"25 BISHOP MURPHY PARK, PARTEEN, CLARE",Clare,140000.0,No,Second-Hand Dwelling house /Apartment,29,10,2021,1
"18 THE LAWN, WOODBROOK GLEN, BRAY",Dublin,372000.0,No,Second-Hand Dwelling house /Apartment,31,5,2018,4
"2 The Walk, Oldbridge Manor, Rathmullan",Meath,344999.99125,No,New Dwelling house /Apartment,23,8,2021,1
"53 Millenium Tower, Grand Canal Dock, Dublin 4",Dublin,317000.0,No,Second-Hand Dwelling house /Apartment,22,8,2013,9
"25 ST CATHERINES, SIENNA, FRANCIS ST",Louth,154000.0,No,Second-Hand Dwelling house /Apartment,31,7,2017,5
"13 HAWTHORN BANK, ROYAL CANAL, MULLINGAR",Westmeath,152000.0,No,Second-Hand Dwelling house /Apartment,7,9,2018,4
"19 THE ANCHORAGE, CROFTON RD, DUN LAOGHAIRE",Dublin,540000.0,No,Second-Hand Dwelling house /Apartment,25,6,2021,1
"BALLYDUBOY, KILMUCKRIDGE, GOREY",Wexford,148000.0,No,Second-Hand Dwelling house /Apartment,9,5,2017,5
"convent rd, Ballinamore",Leitrim,20000.0,No,Second-Hand Dwelling house /Apartment,28,11,2013,9
