Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,day,month,year
31/08/2021,"20 RECTORY SLOPES, HERBERT RD, BRAY",,Wicklow,605000.00,No,No,Second-Hand Dwelling house /Apartment,,31,08,2021
04/02/2014,"1 KINCORA DR, CLONTARF, DUBLIN 3",,Dublin,730000.00,No,No,Second-Hand Dwelling house /Apartment,,04,02,2014
30/11/2017,"20 CARRAIGH PALMER, SALTHILL, GALWAY",,Galway,168000.00,No,No,Second-Hand Dwelling house /Apartment,,30,11,2017
15/06/2017,"10 KENNEDY PARK, THURLES, TIPPERARY",,Tipperary,55000.00,No,No,Second-Hand Dwelling house /Apartment,,15,06,2017
28/05/2020,"14 ANNFIELD DR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,327000.00,No,No,Second-Hand Dwelling house /Apartment,,28,05,2020
18/09/2013,"117 Springhill Avenue, Blackrock, Co. Dublin",,Dublin,475000.00,No,No,Second-Hand Dwelling house /Apartment,,18,09,2013
11/01/2019,"APT, CONCANNONS, MAIN ST WATERVILLE",,Kerry,35000.00,No,No,Second-Hand Dwelling house /Apartment,,11,01,2019
11/03/2020,"19 SLI NA MISEAN, WEST ROAD, WESTPORT",,Mayo,25000.00,No,Yes,New Dwelling house /Apartment,,11,03,2020
28/11/2012,"Ballynagran, Craughwell",,Galway,180000.00,No,No,Second-Hand Dwelling house /Apartment,,28,11,2012
24/09/2018,"11 LIMEKILN RD, MANOR ESTATE, TEMPLEOGUE DUBLIN 12",Dublin 12,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,,24,09,2018
15/05/2015,"25 Longview Avenue, Millers Glen, Swords",,Dublin,252726.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,05,2015
16/02/2017,"16 KELLYS BAY PROMENADE, SKERRIES, DUBLIN",,Dublin,387000.00,No,No,Second-Hand Dwelling house /Apartment,,16,02,2017
29/03/2017,"8 The Garden, Newtown Hall, Maynooth",,Kildare,257268.72,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,03,2017
26/06/2019,"57A GLASTHULE RD, SANDYCOVE, DUBLIN",,Dublin,300000.00,No,No,Second-Hand Dwelling house /Apartment,,26,06,2019
08/03/2019,"Apt 67, The Avenue, Drummin Village",,Tipperary,50000.00,No,Yes,New Dwelling house /Apartment,,08,03,2019
11/12/2017,"111 ST JOSEPHS PARK, NENAGH, TIPPERARY",,Tipperary,10000.00,Yes,No,Second-Hand Dwelling house /Apartment,,11,12,2017
01/06/2018,"APARTMENTS 1-3, 36 Abbeyview, Monkstown",,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,,01,06,2018
29/07/2013,"Apartment 33 Block2, The Strand, 149 North Strand Road",Dublin 3,Dublin,105000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,07,2013
10/08/2018,"12 RATHMINES PARK, RATHMINES, DUBLIN 6",Dublin 6,Dublin,681000.00,No,No,Second-Hand Dwelling house /Apartment,,10,08,2018
01/12/2017,"12 Donore, Earlsfort, Blackrock",,Louth,185021.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,01,12,2017
21/07/2011,"18 Palmerstown Avenue, Palmerstown",,Dublin,187500.00,No,No,Second-Hand Dwelling house /Apartment,,21,07,2011
05/06/2019,"32 LOUVAIN, ARDILEA, ROEBUCK RD DUBLIN 14",Dublin 14,Dublin,1000000.00,No,No,Second-Hand Dwelling house /Apartment,,05,06,2019
18/10/2019,"GALWAY RD, ROSCOMMON, ROSCOMMON",,Roscommon,287500.00,No,No,Second-Hand Dwelling house /Apartment,,18,10,2019
28/10/2021,"27 Rath na Gloine, Dromiskin",,Louth,220264.32,No,Yes,New Dwelling house /Apartment,,28,10,2021
13/11/2012,"30 O Byrne Road, Bray, Co. Wicklow",,Wicklow,159000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2012
12/03/2014,"38 MORRISSONS RD, WATERFORD, WATERFORD",,Waterford,41000.00,No,No,Second-Hand Dwelling house /Apartment,,12,03,2014
22/01/2019,"BROCKRA, BALLYFIN, LAOIS",,Laois,260000.00,No,No,Second-Hand Dwelling house /Apartment,,22,01,2019
26/05/2020,"217 GREENACRES, DUNDALK, LOUTH",,Louth,187500.00,No,No,Second-Hand Dwelling house /Apartment,,26,05,2020
09/11/2017,"11 ST ALBANS PARK, SYDNEY PARADE, DUBLIN 4",Dublin 4,Dublin,960000.00,No,No,Second-Hand Dwelling house /Apartment,,09,11,2017
10/12/2010,"22 An Tor Aonarach, Rocks Road, Kingscourt",,Cavan,162995.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,10,12,2010
26/08/2016,"MARYVILLE, ROCKBORO AVE, OLD BLACKROCK RD",,Cork,335000.00,No,No,Second-Hand Dwelling house /Apartment,,26,08,2016
30/09/2021,"17 GROVE PARK, BALLYJAMESDUFF, CAVAN",,Cavan,184500.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2021
02/11/2020,"ARDMORE, KILKERRIN, CONNAMARA",,Galway,191000.00,Yes,No,Second-Hand Dwelling house /Apartment,,02,11,2020
24/03/2021,"APARTMENT 7 TEACH BAN, 4/5 LIBERTY SQUARE, THURLES",,Tipperary,36875.00,No,No,Second-Hand Dwelling house /Apartment,,24,03,2021
01/12/2020,"23 STANDHOUSE RISE, NEWBRIDGE, KILDARE",,Kildare,245000.00,No,No,Second-Hand Dwelling house /Apartment,,01,12,2020
10/01/2019,"27 PARNELL SQ, ATHLONE, CO WESTMEATH",Dublin 11,Westmeath,97000.00,No,No,Second-Hand Dwelling house /Apartment,,10,01,2019
15/01/2018,"36 VERNON GARDENS, CLONTARF, DUBLIN 3",Dublin 3,Dublin,630000.00,No,No,Second-Hand Dwelling house /Apartment,,15,01,2018
16/05/2014,"4 ELIZABETH ST, OFF CLONLIFFE RD, DUBLIN 3",Dublin 3,Dublin,204000.00,No,No,Second-Hand Dwelling house /Apartment,,16,05,2014
14/12/2020,"GORTACULLEN, CLOGHEEN, CAHIR",,Tipperary,375000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2020
11/03/2021,"10 COMMODORE BARRY PK, ROSSLARE STRAND, WEXFORD",,Wexford,49000.00,Yes,No,Second-Hand Dwelling house /Apartment,,11,03,2021
05/07/2018,"34 DEXTER TERRACE, NORTHBROOK RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,391000.00,No,No,Second-Hand Dwelling house /Apartment,,05,07,2018
25/11/2014,"112 The Heath, Ramsgate Village, Gorey",,Wexford,77734.20,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,11,2014
21/12/2020,"WOODLAWN HOUSE, WOODLAWN RD, KILLARNEY",,Kerry,470000.00,Yes,No,Second-Hand Dwelling house /Apartment,,21,12,2020
16/07/2015,"11 North Mall, Cork",,Cork,230000.00,No,No,Second-Hand Dwelling house /Apartment,,16,07,2015
17/08/2012,"52 Lower Albert Road, Glenageary, Co. Dublin",,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,,17,08,2012
19/12/2017,"105  STONELEIGH, CRADDOCKSTOWN, NAAS",,Kildare,349605.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19,12,2017
11/07/2014,"124 THE FALCON, BALLINURE, CO CORK",,Cork,111333.33,No,No,Second-Hand Dwelling house /Apartment,,11,07,2014
06/11/2015,"6 HARVEY PLACE, NEW ROSS, WEXFORD",,Wexford,55000.00,No,No,Second-Hand Dwelling house /Apartment,,06,11,2015
19/05/2016,"26 FAWN LODGE, CASTLEKNOCK RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,507500.00,No,No,Second-Hand Dwelling house /Apartment,,19,05,2016
24/02/2015,"9 CLEVEDON GARDENS, KILMONEY RD UPPER, CARRIGALINE",,Cork,232000.00,No,No,Second-Hand Dwelling house /Apartment,,24,02,2015
10/12/2018,"JENMAR, 9 OAKFIELD RD, SLIGO",,Sligo,273000.00,No,No,Second-Hand Dwelling house /Apartment,,10,12,2018
31/01/2014,"23 FOREST AVE, RIVERVALLEY, SWORDS",,Dublin,189000.00,No,No,Second-Hand Dwelling house /Apartment,,31,01,2014
21/08/2017,"33 NEW ROW SQ, NEW ROW, DUBLIN 8",Dublin 8,Dublin,307000.00,No,No,Second-Hand Dwelling house /Apartment,,21,08,2017
20/06/2016,"124 MEADOWHILL, ARDARAWER, LETTERKENNY",,Donegal,149000.00,No,No,Second-Hand Dwelling house /Apartment,,20,06,2016
22/11/2021,"3 FREEPORT, BARNA, GALWAY",,Galway,375000.00,Yes,No,Second-Hand Dwelling house /Apartment,,22,11,2021
17/12/2020,"NANEEK COTTAGE, BALLINROSS, CLOOFAD VIA BALLYHAUNIS",,Roscommon,97000.00,No,No,Second-Hand Dwelling house /Apartment,,17,12,2020
22/01/2016,"APT.20 - WATERSIDE, ASHE QUAY, FERMOY",,Cork,76000.00,No,No,Second-Hand Dwelling house /Apartment,,22,01,2016
03/09/2012,"124  Leslie's Arch, Old Quarter, Ballincollig",,Cork,125000.00,No,No,Second-Hand Dwelling house /Apartment,,03,09,2012
05/03/2015,"28 MC CURTIN VILLAS, COLLEGE RD, CORK",,Cork,220000.00,No,No,Second-Hand Dwelling house /Apartment,,05,03,2015
21/12/2012,"11 West Beach, Cobh, Cork",,Cork,160000.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2012
17/06/2014,"CLOUGHROE, DRUMKEEN",,Donegal,175330.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,06,2014
12/11/2020,"24 PARK LANE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,945000.00,No,No,Second-Hand Dwelling house /Apartment,,12,11,2020
23/08/2019,"24 MILLCOURT DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,,23,08,2019
15/09/2020,"42 LISSADEL CRESCENT, SEABURY, MALAHIDE",,Dublin,440000.00,No,No,Second-Hand Dwelling house /Apartment,,15,09,2020
21/12/2020,"14 MONTEREY COURT, QUINCENTENNIAL DR, SALTHILL",,Galway,254739.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2020
08/06/2020,"LACKEN, BALLYMURRAY, ROSCOMMON",,Roscommon,42000.00,Yes,No,Second-Hand Dwelling house /Apartment,,08,06,2020
07/01/2020,"16 BEECHWOOD GROVE, LIFFORD, DONEGAL",,Donegal,99000.00,No,No,Second-Hand Dwelling house /Apartment,,07,01,2020
21/06/2011,"Apt 61 Booterstown Wood, Booterstown Avenue, Booterstown",,Dublin,198950.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,06,2011
28/10/2011,"2 Waverley Terrace, Rathgar, Dublin 6",,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,,28,10,2011
28/11/2014,"CROSSBANE, MULLAGH, CAVAN",,Cavan,245000.00,No,No,Second-Hand Dwelling house /Apartment,,28,11,2014
22/09/2020,"29 THE GLEBE, DONEGAL TOWN, DONEGAL",,Donegal,217500.00,No,No,Second-Hand Dwelling house /Apartment,,22,09,2020
01/04/2020,"5 THE CABLE STATION, WATERVILLE, KERRY",,Kerry,60000.00,No,No,Second-Hand Dwelling house /Apartment,,01,04,2020
04/01/2013,"Brook Cottage, Oldtown, Co. Dublin",,Dublin,190000.00,No,No,Second-Hand Dwelling house /Apartment,,04,01,2013
18/01/2021,"16 POWER MEWS, FAITHLEGG, WATERFORD",,Waterford,158000.00,No,No,Second-Hand Dwelling house /Apartment,,18,01,2021
16/04/2015,"2 OAKLANDS TERRACE, TERENURE, DUBLIN 6",Dublin 6,Dublin,527500.00,No,No,Second-Hand Dwelling house /Apartment,,16,04,2015
01/08/2013,"hempfield, enniscorthy",,Wexford,80000.00,No,No,Second-Hand Dwelling house /Apartment,,01,08,2013
21/09/2012,"13 Ardilea Park, Newtownpark Avenue, Blackrock",,Dublin,945000.00,No,No,Second-Hand Dwelling house /Apartment,,21,09,2012
22/12/2021,"ST MARYS RECTORY, MOHILL, CO LEITRIM",,Leitrim,155000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2021
12/02/2014,"8 GREENVILLE, KILDALKEY, MEATH",,Meath,148000.00,No,No,Second-Hand Dwelling house /Apartment,,12,02,2014
01/02/2015,"65 BALFE AVE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,209000.00,No,No,Second-Hand Dwelling house /Apartment,,01,02,2015
25/08/2015,"17 TOWER VIEW AVE, THE STEEPLES, DULEEK",,Meath,160000.00,No,No,Second-Hand Dwelling house /Apartment,,25,08,2015
10/10/2012,"123 Cappaghmore, Clondalkin, Dublin 22",Dublin 22,Dublin,262500.00,No,No,Second-Hand Dwelling house /Apartment,,10,10,2012
01/11/2010,"Ballyshannon Lodge, Derrinturn, Carbury",,Kildare,375000.00,No,No,Second-Hand Dwelling house /Apartment,,01,11,2010
24/11/2016,"27 CALDERWOOD RD, DONNYBROOK, DOUGLAS",,Cork,180000.00,No,No,Second-Hand Dwelling house /Apartment,,24,11,2016
04/01/2022,"INCHIQUIN, KILLEAGH, CORK",,Cork,140000.00,Yes,No,Second-Hand Dwelling house /Apartment,,04,01,2022
16/05/2019,"74 LAWNSDALE, BALLY BOFEY, DONEGAL",,Donegal,56000.00,No,No,Second-Hand Dwelling house /Apartment,,16,05,2019
31/07/2020,"13 WHITEHALL PARK, TERENURE, DUBLIN 12",Dublin 12,Dublin,410000.00,No,No,Second-Hand Dwelling house /Apartment,,31,07,2020
21/10/2021,"15 LAUREL BANK, LANESVILLE, MONKSTOWN",,Dublin,430000.00,No,No,Second-Hand Dwelling house /Apartment,,21,10,2021
21/05/2019,"24 COOLCORMUCK VALLEY, DUNGARVAN, WATERFORD",,Waterford,132000.00,No,No,Second-Hand Dwelling house /Apartment,,21,05,2019
18/01/2021,"GORTACOLLAPPA, FOSSA, KILLARNEY",,Kerry,190000.00,No,No,Second-Hand Dwelling house /Apartment,,18,01,2021
25/02/2021,"5 Ashcroft, Church Road, Delganey",,Wicklow,458149.00,No,Yes,New Dwelling house /Apartment,,25,02,2021
02/08/2011,"8 Mount Bellew Rise, Lucan",,Dublin,199500.00,No,No,Second-Hand Dwelling house /Apartment,,02,08,2011
06/07/2017,"65, PARK DRIVE AVE, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,350000.00,No,No,Second-Hand Dwelling house /Apartment,,06,07,2017
02/01/2019,"POUND ST, BALLAGHADEREEN, ROSCOMMON",,Roscommon,48000.00,No,No,Second-Hand Dwelling house /Apartment,,02,01,2019
08/10/2019,"14 FORBES QUAY, DUBLIN 2",,Dublin,677000.00,No,No,Second-Hand Dwelling house /Apartment,,08,10,2019
16/09/2016,"25 BLACKHALL GREEN, BLACKHALL PLACE, DUBLIN 7",Dublin 7,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,,16,09,2016
29/03/2017,"Unit 150 North East Quadrant, Castlewest Town Centre, Ballincollig",,Cork,76805.07,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,03,2017
05/11/2014,"No. 2 Mariners Hall, Castlemeadows  Skehard Road, Blackrock  Cork",,Cork,74500.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,05,11,2014
05/09/2019,"HONEYLODGE, BALLINACLASH, BLACKWATER",,Wexford,190000.00,No,No,Second-Hand Dwelling house /Apartment,,05,09,2019
01/12/2015,"APT 1, 5 BRIDGE STREET, SWORDS",,Dublin,174000.00,No,No,Second-Hand Dwelling house /Apartment,,01,12,2015
15/06/2021,"6 THE WAY, DUNBOYNE CASTLE, DUNBOYNE",,Meath,465000.00,No,No,Second-Hand Dwelling house /Apartment,,15,06,2021
21/08/2017,"15 The Cove  Marina Village, Greystones",,Wicklow,467100.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,08,2017
10/09/2018,"GREENLAKE, FORTH COMMONS, WEXFORD",,Wexford,225000.00,No,No,Second-Hand Dwelling house /Apartment,,10,09,2018
13/11/2020,"11 ELM VIEW, ELM WOOD, LUCAN",,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2020
21/03/2018,"Killawalla, Westport",,Mayo,225000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,21,03,2018
11/11/2019,"69 DORRINS STRAND, STRANDHILL, SLIGO",,Sligo,207200.00,No,No,Second-Hand Dwelling house /Apartment,,11,11,2019
17/01/2019,"124 LOWER FRIARS WALK, CORK",,Cork,255000.00,No,No,Second-Hand Dwelling house /Apartment,,17,01,2019
17/10/2019,"53 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,223000.00,No,No,Second-Hand Dwelling house /Apartment,,17,10,2019
09/12/2010,"40 Springfield, Sligo",,Sligo,117000.00,No,No,Second-Hand Dwelling house /Apartment,,09,12,2010
21/11/2018,"13 RATHCLAREN, KILLARNEY RD, BRAY",,Wicklow,572000.00,No,No,Second-Hand Dwelling house /Apartment,,21,11,2018
17/01/2020,"64 BOROIMHE BLACKTHORN, BOROIMHE, SWORDS",,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,,17,01,2020
11/11/2016,"APT 11, THE SHANNON OAKS HOTEL, PORTUMNA",,Galway,90000.00,No,No,Second-Hand Dwelling house /Apartment,,11,11,2016
31/05/2018,"6 CLOS NA MANACH, QUIN, CLARE",,Clare,156000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2018
06/09/2010,"2 Taghshinny Lodge, Chapel Lane, Longford",,Longford,75000.00,No,No,Second-Hand Dwelling house /Apartment,,06,09,2010
07/12/2021,"95 The Fairways, Tubbercurry",,Sligo,100000.00,No,Yes,New Dwelling house /Apartment,,07,12,2021
10/10/2013,"16 Oakwood Park, Lismonaghan, Letterkenny",,Donegal,100000.00,No,No,Second-Hand Dwelling house /Apartment,,10,10,2013
15/04/2019,"CRUICETOWN CLOGHERHEAD, CLOGHERHEAD, LOUTH",,Louth,290000.00,No,No,Second-Hand Dwelling house /Apartment,,15,04,2019
27/05/2016,"KNOCKMARIA LAHARDANE, BALLINA, MAYO",,Mayo,167000.00,No,No,Second-Hand Dwelling house /Apartment,,27,05,2016
15/11/2021,"FINISKLIN, CULFADDA, BALLYMOTE",,Sligo,135000.00,No,No,Second-Hand Dwelling house /Apartment,,15,11,2021
04/03/2021,"56 Beech Park, Cabinteely, Co Dublin",,Dublin,505638.00,No,Yes,New Dwelling house /Apartment,,04,03,2021
19/06/2020,"8 BLOCK 1 PRIORY COURT, ST MICHAELS RD, GOREY",,Wexford,255000.00,No,No,Second-Hand Dwelling house /Apartment,,19,06,2020
17/06/2014,"108 SHANDON STREET, CORK, CO. CORK",,Cork,35000.00,No,No,Second-Hand Dwelling house /Apartment,,17,06,2014
30/11/2021,"6 cluain Beag, Wexford",,Wexford,205000.00,No,Yes,New Dwelling house /Apartment,,30,11,2021
01/10/2020,"56 The Hazels, Ballinahinch Woods",,Wicklow,317135.81,No,Yes,New Dwelling house /Apartment,,01,10,2020
21/02/2014,"73 LEINSTER ROAD, DUBLIN 6",,Dublin,950000.00,No,No,Second-Hand Dwelling house /Apartment,,21,02,2014
07/11/2014,"CLAREMONT, QUARRY RD, YOUGHAL",,Cork,145000.00,No,No,Second-Hand Dwelling house /Apartment,,07,11,2014
04/05/2016,"8 BAILE AN TSAGAIRT, SPIDDAL, GALWAY",,Galway,60870.00,No,No,Second-Hand Dwelling house /Apartment,,04,05,2016
19/03/2010,"49 Lily's Way, Ongar Green",Dublin 15,Dublin,180000.00,No,No,Second-Hand Dwelling house /Apartment,,19,03,2010
29/04/2013,"Rio Neen, Ballinlough Road, Cork",,Cork,255000.00,No,No,Second-Hand Dwelling house /Apartment,,29,04,2013
23/01/2015,"20 MILL RACE, KILCULLEN, KILDARE",,Kildare,201000.00,No,No,Second-Hand Dwelling house /Apartment,,23,01,2015
02/11/2016,"VALMARITIA, NEWTOWNPARK AVE, BLACKROCK",,Dublin,645000.00,No,No,Second-Hand Dwelling house /Apartment,,02,11,2016
20/10/2010,"26 Roxborro, Midleton",,Cork,120000.00,No,No,Second-Hand Dwelling house /Apartment,,20,10,2010
29/06/2017,"28 CEDAR PLACE, RIDGEWOOD, SWORDS",,Dublin,266000.00,No,No,Second-Hand Dwelling house /Apartment,,29,06,2017
20/02/2020,"2 PHILPOTSTOWN, BALREASK, NAVAN",,Meath,435000.00,No,No,Second-Hand Dwelling house /Apartment,,20,02,2020
29/11/2013,"THE FARM, CLOONTABONNIV, CONNOLLY",,Clare,140000.00,No,No,Second-Hand Dwelling house /Apartment,,29,11,2013
25/06/2014,"Apartment 251 Bushy Park House, Templeogue Road, Terenure",,Dublin,221629.00,No,No,Second-Hand Dwelling house /Apartment,,25,06,2014
29/09/2017,"4 Riverchapel Rise, Riverchapel Wood, Courtown",,Wexford,133920.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,09,2017
30/09/2016,"KILCONNELL, FETHARD, TIPPERARY",,Tipperary,185000.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2016
15/11/2012,"118 Sliabh Rua, Moate",,Westmeath,45594.71,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,11,2012
08/01/2014,"8 ASHGROVE, DERRYLURGAN RD, BALLYJAMESDUFF",,Cavan,60000.00,No,No,Second-Hand Dwelling house /Apartment,,08,01,2014
21/11/2017,"12 CLONARD COURT, PODDLE PARK, KIMMAGE DUBLIN 12",Dublin 12,Dublin,237000.00,No,No,Second-Hand Dwelling house /Apartment,,21,11,2017
16/12/2016,"87 PEBBLE BAY, WICKLOW, WICKLOW",,Wicklow,225000.00,Yes,No,Second-Hand Dwelling house /Apartment,,16,12,2016
19/11/2018,"15 Rathborne Walk Rathborne Park, Ashtown, Dublin 15",,Dublin,365638.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,19,11,2018
09/09/2018,"23 CHURCH HILLS RD, COOSAN, ATHLONE",,Westmeath,275000.00,No,No,Second-Hand Dwelling house /Apartment,,09,09,2018
19/05/2017,"APT 90, CASTLE MEATH, SWORDS RD",,Dublin,456000.00,No,No,Second-Hand Dwelling house /Apartment,,19,05,2017
09/11/2015,"53 BELLVUE RD, GLENAGEARY, DUBLIN",,Dublin,595000.00,No,No,Second-Hand Dwelling house /Apartment,,09,11,2015
25/01/2017,"27 SHANTRAUD WOODS, KILLALOE, CLARE",,Clare,162000.00,No,No,Second-Hand Dwelling house /Apartment,,25,01,2017
27/10/2020,"25 ONEILL ST, CLONMEL, TIPPERARY",,Tipperary,69000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2020
08/11/2017,"DOUGH, SPANISH POINT, MILTOWN MALBAY",,Clare,30000.00,Yes,No,Second-Hand Dwelling house /Apartment,,08,11,2017
19/10/2020,"43 RAVENSDALE, HERONS WOOD, CARRIGALINE",,Cork,230000.00,No,No,Second-Hand Dwelling house /Apartment,,19,10,2020
10/08/2015,"DOON WEST, ROSCAHILL, GALWAY",,Galway,290000.00,No,No,Second-Hand Dwelling house /Apartment,,10,08,2015
23/01/2019,"24 WINDFIELD GARDENS, CLYBAUN RD, GALWAY",,Galway,300000.00,No,No,Second-Hand Dwelling house /Apartment,,23,01,2019
03/02/2021,"1  2  3  4  5  10 GLENCARRA, CARRAMORE, KNOCK",,Mayo,414375.00,No,Yes,New Dwelling house /Apartment,,03,02,2021
04/12/2017,"49 BELFRY GROVE, CITYWEST DUBLIN 24, DUBLIN",Dublin 24,Dublin,246000.00,No,No,Second-Hand Dwelling house /Apartment,,04,12,2017
28/11/2018,"2 SHANDON PARK, MONKSTOWN, DUBLIN",,Dublin,734000.00,No,No,Second-Hand Dwelling house /Apartment,,28,11,2018
24/07/2015,"BALLYMANE LOWER, MILFORD, CHARLEVILLE",,Cork,120000.00,No,No,Second-Hand Dwelling house /Apartment,,24,07,2015
15/07/2011,"Johnstown, Bennekerry",,Carlow,82000.00,No,No,Second-Hand Dwelling house /Apartment,,15,07,2011
30/11/2015,"CARABAN, RAVENSDALE, DUNDALK",,Louth,237500.00,No,No,Second-Hand Dwelling house /Apartment,,30,11,2015
27/10/2020,"14 VILLAGE GREEN, OMEATH, CO LOUTH",,Louth,207000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2020
26/10/2016,"1B BALLYMORRIS RD, PORTARLINGTON, LAOIS",,Laois,155000.00,No,No,Second-Hand Dwelling house /Apartment,,26,10,2016
23/03/2016,"BOYLE RD, FRENCH PARK, CASTLEREA",,Roscommon,78000.00,No,No,Second-Hand Dwelling house /Apartment,,23,03,2016
07/11/2018,"7 DUKES COURT, MORNINGTON PARK, DONACARNEY",,Meath,210000.00,No,No,Second-Hand Dwelling house /Apartment,,07,11,2018
25/10/2019,"8 Mill Close, Millerstown, Maynooth Road",,Meath,290748.89,No,Yes,New Dwelling house /Apartment,,25,10,2019
11/01/2018,"98 FAIRWAY HEIGHTS, TRALEE, KERRY",,Kerry,48458.00,No,No,Second-Hand Dwelling house /Apartment,,11,01,2018
21/09/2012,"27 Crosforge, Saggart",,Dublin,148898.67,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,09,2012
24/08/2017,"SHALOM, HILLCREST RD, SANDYFORD DUBLIN 18",Dublin 18,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,,24,08,2017
13/08/2019,"56 THE AVENUE, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,520000.00,No,No,Second-Hand Dwelling house /Apartment,,13,08,2019
28/04/2021,"48 SHANDON MILL, SHANDON PARK, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,,28,04,2021
28/06/2012,"96 Harbour View, Dun Laoghaire, Co Dublin",,Dublin,490000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2012
