Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
28/06/2019,"3 WINDSOR TERRACE, CHURCH RD, MALAHIDE",,Dublin,"€1,950,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"18 Bosun's Rest, Mount Carmel Road, Wicklow",,Wicklow,"€139,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
18/12/2012,"147 Barrington Court, Prosperous, Naas",,Kildare,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2015,"1 MARKET SQ, PORTLAW, WATERFORD",,Waterford,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2020,"GLENCORRIG, SHINRONE, BIRR",,Offaly,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2015,"17 HILL ST, DUNDALK, LOUTH",,Louth,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"12 DISWELLSTOWN MANOR, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2016,"30 OAK DRIVE, HILLVIEW, WATERFORD",,Waterford,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"2 BEECHWOOD AVE, MAURITIUSTOWN RD, ROSSLARE STRAND",,Wexford,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2021,"BALLYNEALE, BALLINGARRY, CO LIMERICK",,Limerick,"€15,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/08/2020,"23 Willow Avenue, The Willows, Dunshaughlin",,Meath,"€289,867.84",No,Yes,New Dwelling house /Apartment,
25/05/2018,"7 THE COURTYARD, MOUNTHAMILTON, CARRICK ROAD",,Louth,"€191,630.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/01/2015,"10 PARNELL TERRACE, POULADUFF RD, CORK",,Cork,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2014,"69 THE DUNES, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2016,"APRIL RISE, COOLGARROW, ENNISCORTHY WEXFORD",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2016,"26 CARLTON COURT, SWORDS, DUBLIN",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2014,"BALLYART, BRITTAI, LIMERICK",,Limerick,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2014,"CRONECRIBBON, INCH, GOREY",,Wexford,"€237,750.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2018,"6 DONAGUILE HEIGHTS, CASTLECOMER, KILKENNY",,Kilkenny,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"20 CAMDEN COURT, CARROLLS QUAY, CORK",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"39 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG",,Cork,"€171,806.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
30/06/2011,"Coolnahinch, Moynalty",,Meath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2012,"2 Cedar Lawn, The Cedars, Ridgewood  Swords",,Dublin,"€180,616.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/11/2015,"NO 16 MAYFIELDS, CLAREMORRIS, COUNTY MAYO",,Mayo,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2019,"32 the avenue, crawford woods, glanmire",,Cork,"€462,554.00",No,Yes,New Dwelling house /Apartment,
19/09/2018,"128 Cluain Larach, Knockenduff, Tramore",,Waterford,"€185,022.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
24/07/2013,"6 Primrose Court, Forest Hill, Carrigaline",,Cork,"€148,458.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/10/2012,"Straid, Clonmany",,Donegal,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2020,"APPLE TREE HOUSE, GORTFLUGH, RATHMULLEN",,Donegal,"€1,070,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"APT 2 BOHERBEE, TRALEE, CO KERRY",,Kerry,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2019,"15 CARN GLAS HEIGHTS, GRACEDIEU, WATERFORD",,Waterford,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"2 ARCHWAY HOUSE, THE PLAZA, SWORDS",,Dublin,"€374,257.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"11 THE BRAMBLES, BALLYBUNNION, KERRY",,Kerry,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"APT 1, HUXLEY COURT, 73 CORK ST DUBLIN 8",Dublin 8,Dublin,"€289,950.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2015,"30 BROOKVALE DOWNS, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"38 SWILLY ROAD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"WHITESWALL, CROSSPATRICK, VIA THURLES",,Kilkenny,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2013,"1 Waughs Terrace, Convent Avenue, Sundays Well",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2010,"The Cottage, Shantraud, Killaloe",,Clare,"€222,400.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2019,"4 ST BRIDGETS TERRACE, ATHLONE, WESTMEATH",,Westmeath,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2017,"41 Cluain Ard, Fedamore",,Limerick,"€131,515.42",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/10/2020,"34 BALLYGARRA PARK, GARRISTOWN, CO. DUBLIN",,Dublin,"€96,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/02/2018,"7 TEMPLE COURT, MOUNT SAINT ANNES, MILLTOWN",,Dublin,"€431,718.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2017,"WINDSOR, CASTLEBAR, CO MAYO",,Mayo,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2015,"24 WELLINGTON COURT, WATERFORD, WATERFORD",,Waterford,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2016,"28 GROVE LODGE, KILLORGLIN, KERRY",,Kerry,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2015,"CROSSFORD, GORT, GALWAY",,Galway,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2013,"FARRELS COTTAGE, DONAGHMORE, ASHBOURNE",,Meath,"€43,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2013,"22 Cedarwood Avenue, Glasnevin",,Dublin,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2016,"GLENAMUCKLA, NEWMARKET, CO CORK",,Cork,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"26 KNOCKCARRICK, ANNYALLA, CASTLEBLAYNEY",,Monaghan,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"51 BLOCK D, KNOCKMAREE, ST LAURENCE RD CHAPELIZOD",Dublin 15,Dublin,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2016,"35 SEAVIEW, POULSHONE, ARDAMINE",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"2 CASTLEFORD, BALLYCONNELL, CO. CAVAN",,Cavan,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2015,"112 KINDLESTOWN PARK, GREYSTONES, WICKLOW",,Wicklow,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"35 ARD AOIBHINN, HEYWOOD RD, CLONMEL",,Tipperary,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2017,"8 THE COURTYARD, MAIN ST, KILCULLEN",,Kildare,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"13 BLACKROCK COURT, YOUGHAL RD, WATERFORD",,Waterford,"€116,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2016,"CALLURA, LAHINCH",,Clare,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/12/2018,"MAIN STREET, NEWBLISS, COUNTY MONAGHAN",,Monaghan,"€22,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2017,"5 Shackleton Way, Shackleton Park, Lucan",,Dublin,"€264,273.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/11/2013,"69 Alden Road, Sutton",Dublin 13,Dublin,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"41 NEWTOWN CRESCENT, ABBEY VIEW, TRIM",,Meath,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2017,"46 THE DRIVE, PIPERS HILL, KILASHEE",,Kildare,"€334,801.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
17/10/2017,"139 WALKINSTOWN DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€99,938.90",Yes,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"10 crossforge, saggart, co dublin",,Dublin,"€230,617.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/05/2016,"LISNEAVE, ROCKY RD, WICKLOW",,Wicklow,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2014,"THE COTTAGE, NAVAN, BALRATH",,Meath,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"14 Tuairin, Roscam, Co. Galway",,Galway,"€341,409.68",No,Yes,New Dwelling house /Apartment,
03/02/2016,"28 Applewood, Maryborough Ridge, Douglas",,Cork,"€207,048.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/08/2021,"INCH, CAPPAWHITE, TIPPERARY",,Tipperary,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2015,"6  The Green, Skerries Rock  Skerries, Co. Dublin",,Dublin,"€377,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"23 GRIFFEEN GLEN CLOSE, GRIFFEEN VALLEY, LUCAN",,Dublin,"€381,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"8 Radharc na tra, Ballyness, Falcarragh",,Donegal,"€130,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/09/2017,"60 CABRA PARK, PHIBSBORO, DUBLIN 7",Dublin 7,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2016,"12 THE GLEBE, RATHDOWNEY, PORTLAOISE",,Laois,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"60 GLENFORT, CASTLEBAR, MAYO",,Mayo,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2019,"3 CORRY LANE, KILKEE, COUNTY CLARE",,Clare,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2016,"13 Dooroge Woods, Ballyboughal, Swords",,Dublin,"€185,021.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/04/2018,"4 Riverside Walk, Riverstick",,Cork,"€240,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
24/05/2019,"20 ST FINBARRS PARK, GLASHEEN RD, THE LOUTH",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2011,"Roscrea Road, Shinrone, Birr",,Offaly,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"BUNADERREEN, MASTERGEEHY, KERRY",,Kerry,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2015,"Molougha, Kilrush",,Clare,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2019,"152 ROYAL CANAL COURT, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"94 DEELE VIEW, BALLYBOE, CONVOY",,Donegal,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"3 Heathfield View, Cappagh Road, Finglas",,Dublin,"€251,346.75",No,Yes,New Dwelling house /Apartment,
16/07/2021,"7 THE HEIGHTS, MANGERTON TERRACE, BLARNEY CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2014,"No. 5 Garrai an Droichead, Killora, Craughwell",,Galway,"€74,889.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/01/2015,"APT. 145 GARDEN COURT, SMITHFIELD VILLAGE, SMITHFIELD",,Dublin,"€230,100.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2018,"32 Churchfields Way, Ashbourne",,Meath,"€274,431.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2016,"CLOUGLEAFIN, MITCHELSTOWN, CO CORK",,Cork,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2015,"BALIRICKARD, RINGSCOMMON, CO. DUBLIN",,Dublin,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/11/2020,"UNIT 1 BLOCK 5, JAMESWELL COURT, NEWBRIDGE",,Kildare,"€127,829.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2016,"89 The Bay, Elm Park, Merrion Road",Dublin 4,Dublin,"€139,063.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2018,"20 Birch House, Silverbanks, Baldoyle",,Dublin,"€145,374.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/06/2011,"35 Liam Lynch Park, Glasheen Road, Cork",,Cork,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2011,"20 Pebble Drive, Pebble Beach, Tramore",,Waterford,"€53,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2010,"4 Newtown, Adamstown, Co. Wexford",,Wexford,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2019,"68 The Bailey, Castle Farm, Jigginstown",,Kildare,"€345,000.00",No,Yes,New Dwelling house /Apartment,
02/04/2019,"7 BIRCHWOOD CLOSE, ONSLOW GARDENS, CORK",,Cork,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2015,"90 Monksfield, Clonea Road, Dungarvan",,Waterford,"€169,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/06/2013,"Apt. 161 Shannon House, Custom House Square, IFSC",Dublin 1,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"6 SARSFIELD COURT, LIDDY ST, LIMERICK",,Limerick,"€58,333.33",No,No,Second-Hand Dwelling house /Apartment,
10/09/2019,"42 MEADOW COURT, CLANE, KILDARE",,Kildare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"82 ST ALBANS PARK, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€940,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2013,"87 Mount Prospect Lawns, Mount Pleasent Avenue, Clontarf",Dublin 3,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2019,"ARAS RIS, NEWTOWN PARK, CO. WATERFORD",,Waterford,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"KILEENMUNTERLANE, KILCOLGAN, CO GALWAY",,Galway,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2010,"59 Lissaniska, Lahinch Road, Ennis",,Clare,"€126,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2020,"APT 5, 67A O CONNELL ST, WATERFORD",,Waterford,"€65,357.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2017,"BOYOUGHTER, DOOCHARY, CO DONEGAL",,Donegal,"€66,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"AGHSMEAR HOUSE, ROSCREA, CO TIPPERARY",,Tipperary,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2020,"30, Sjannon Quay, ROOSKEY",,Leitrim,"€66,080.00",No,Yes,New Dwelling house /Apartment,
21/04/2021,"11 LOUGH GATE, PORTARLINGTON, LAOIS",,Laois,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2021,"14 THE WALK, CNOC NA GREINE, KILCULLEN",,Kildare,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/11/2017,"28 BOHERNAVE, THURLES, CO TIPPERARY",,Tipperary,"€74,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"16 LEEVIEW PLACE, CARRIGMAHON, MONKSTOWN",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2015,"25 Mell Street, Kilminchy, Portlaoise",,Laois,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"No. 68 An Fuarán, Dublin Road, Oranmore",,Galway,"€203,703.70",Yes,Yes,New Dwelling house /Apartment,
05/05/2017,"ARDHOOM, MEELICK, SWINFORD",,Mayo,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2015,"8 FOXBURY, GOLF LINKS RD, BETTYSTOWN",,Meath,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2020,"12 ST MARYS ROAD, DUNDALK, CO LOUTH",,Louth,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2011,"73 Brotherton, Sleaty Road, Carlow",,Carlow,"€135,250.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"1 Traverslea Close, Lower Glenageary road, Co Dublin",,Dublin,"€1,023,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"51 NEWPARK, KILKENNY",,Kilkenny,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2019,"163 BALLYGALL PARADE, FINGLAS DUBLIN 11, DUBLIN",Dublin 11,Dublin,"€250,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2020,"ACRES, BALLINAMEEN, BOYLE",,Roscommon,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2020,"14 KEY, CUSTOM HOUSE QUAY, WEXFORD",,Wexford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2013,"70 Ard Uisce, Whiterock Hill, Wexford",,Wexford,"€118,942.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2019,"SLANELOUGH HOUSE, SLANELOUGH, ASHFORD",,Wicklow,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2019,"31 CEDAR BROOK WALK, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2010,"40 Closes Road, Farranree, Cork",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"34 MAPLE DR, GREENHILLS, DROGHEDA",,Louth,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2010,"Kilcormack, Ferns",,Wexford,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"69 MOYGLARE VILLAGE, MAYNOOTH, KILDARE",,Kildare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"No. 6 Bounds Court, Airport Road",,Waterford,"€158,615.00",Yes,Yes,New Dwelling house /Apartment,
22/09/2016,"CURLUMAN, FOXFORD, MAYO",,Mayo,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2015,"19 KILTEGAN PARK, ROCHESTOWN, CORK",,Cork,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2013,"40 Ryland Woods, Bunclody",,Wexford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"180 MEADOW VIEW, DROGHEDA, LOUTH",,Louth,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2012,"27 Watson Road, Killiney",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"APT 39, CHRISTCHURCH VIEW, CHRISTCHURCH PLACE DUBLIN 8",Dublin 8,Dublin,"€388,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2021,"NOLAGH, SHERCOCK, CAVAN",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"2 BARTRA GREEN, KILLALA, COUNTY MMYO",,Louth,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2020,"20 THE VILLAGE, BALLYGUNNER, WATERFORD",,Waterford,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"12 Hollywoodrath Rise, Hollystown",Dublin 15,Dublin,"€361,233.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/07/2019,"34 BEECHWOOD AVE, BALLYJAMESDUFF, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"45 DERAVARRA, MULLINGAR, WESTMEATH",,Westmeath,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2016,"APT 6 BLOCK B, CASTLECENTRE, CASTLECONNELL",,Limerick,"€21,875.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/02/2019,"3 WALNUT LANE, KILBEGGAN, WESTMEATH",,Westmeath,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2013,"40A Elmwood, Clonsilla, Dublin 15",Dublin 15,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2010,"Springfield, Killoran, Ballinasloe",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"69 CILL FOIRENNN JOHNSTOWN NAVAW, MEATH",,Meath,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2019,"203 LURGAN PARK, RENMORE, GALWAY",,Galway,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2011,"Apt. No. 2 Frederick Court, Ashbourne",,Meath,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2020,"96 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",Dublin 1,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2021,"GARREMJAMES, KILLEAGH, CO CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2014,"80 PEBBLE DR, PEBBLE BEACH, TRAMORE",,Waterford,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2020,"COOLDOROUGH, DOON, OFFALY",,Offaly,"€111,375.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/08/2013,"Selton Cottage, Selton, Gorvagh",,Leitrim,"€51,300.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2012,"75 VENTRY PARK, CABRA, DUBLIN 7",,Dublin,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"Apt 221 Charlestown Centre, Charlestown Place, St. Margaret's Road  Finglas",Dublin 11,Dublin,"€194,086.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2015,"26 BEVERTON RISE, TURVEY AVE, DONABATE",,Dublin,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2015,"LATTAGLOGHAN, BALLYJAMESDUFF, CO. CAVAN",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2016,"14 CNOC NA SI, RATHSCANLON, TUBBERCURRY",,Sligo,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"GARRISTOWN, DUBLIN",,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2021,"BARNEY, EDGEWORTHSTOWN, LONGFORD",,Longford,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2020,"FLAT 1, 11 NORTH FREDERICK STREET, DUBLIN1",,Dublin,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2016,"3 Castlegrange Avenue, Castaheany, Clonee",Dublin 15,Dublin,"€259,911.90",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/11/2021,"39 MOUNT DRUMMOND AVE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
